gene_id,description,function_group,group_name,function_subgroup,subgroup_name
sll0395,phosphoglycerate mutase,O,Other categories,O7,Other
sll0480,probable aminotransferase,O,Other categories,O7,Other
sll0486,circadian clock protein KaiB homolog,O,Other categories,O7,Other
sll0501,probable glycosyltransferase,O,Other categories,O7,Other
sll0506,undecaprenyl pyrophosphate synthetase,O,Other categories,O7,Other
sll0550,flavoprotein,O,Other categories,O7,Other
sll0576,putative sugar-nucleotide epimerase/dehydratease,O,Other categories,O7,Other
sll0621,putative c-type cytochrome biogenesis protein CcdA,O,Other categories,O7,Other
sll0626,putative neutral invertase,O,Other categories,O7,Other
sll0644,probable esterase,O,Other categories,O7,Other
sll0654,alkaline phosphatase,O,Other categories,O7,Other
sll0686,probable cytochrome c-type biogenesis protein,O,Other categories,O7,Other
sll0711,isopentenyl monophosphate kinase,O,Other categories,O7,Other
sll0777,putative carboxypeptidase,O,Other categories,O7,Other
sll0816,probable oxidoreductase,O,Other categories,O7,Other
sll0818,tetrapyrrole methylase family protein,O,Other categories,O7,Other
sll0829,probable methyltransferase,O,Other categories,O7,Other
sll0873,carboxynorspermidine decarboxylase,O,Other categories,O7,Other
sll0915,periplasmic protease,O,Other categories,O7,Other
sll0936,putative oxidoreductase,O,Other categories,O7,Other
sll0990,glutathione-dependent formaldehyde dehydrogenase,O,Other categories,O7,Other
sll0992,putative esterase,O,Other categories,O7,Other
sll1020,probable glycosyltransferase,O,Other categories,O7,Other
sll1032,"carbon dioxide concentrating mechanism protein CcmN, putative carboxysome assembly protein",O,Other categories,O7,Other
sll1033,probable protein phosphatase,O,Other categories,O7,Other
sll1108,stationary-phase survival protein SurE homolog,O,Other categories,O7,Other
sll1129,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase",O,Other categories,O7,Other
sll1253,similar to polyA polymerase,O,Other categories,O7,Other
sll1284,esterase,O,Other categories,O7,Other
sll1297,"probable dioxygenase, Rieske iron-sulfur component",O,Other categories,O7,Other
sll1298,putative carboxymethylenebutenolidase,O,Other categories,O7,Other
sll1300,putative methyltransferase,O,Other categories,O7,Other
sll1305,probable hydrolase,O,Other categories,O7,Other
sll1308,probable oxidoreductase,O,Other categories,O7,Other
sll1369,putative peptidase,O,Other categories,O7,Other
sll1377,probable glycosyltransferase,O,Other categories,O7,Other
sll1407,probable methyltransferase,O,Other categories,O7,Other
sll1459,stationary-phase survival protein SurE homolog,O,Other categories,O7,Other
sll1466,probable glycosyltransferase,O,Other categories,O7,Other
sll1489,circadian phase modifier CpmA homolog,O,Other categories,O7,Other
sll1513,c-type cytochrome synthesis protein,O,Other categories,O7,Other
sll1521,flavoprotein,O,Other categories,O7,Other
sll1534,probable glycosyltransferase,O,Other categories,O7,Other
sll1556,isopentenyl-dephosphate delta-isomerase,O,Other categories,O7,Other
sll1595,circadian clock protein KaiC homolog,O,Other categories,O7,Other
sll1596,circadian clock protein KaiB homolog,O,Other categories,O7,Other
sll1621,AhpC/TSA family protein,O,Other categories,O7,Other
sll1636,ferripyochelin binding protein,O,Other categories,O7,Other
sll1647,probable phosphinothricin N-acetyltransferase,O,Other categories,O7,Other
sll1653,"2-phytyl-1,4-benzoquinone methyltransferase",O,Other categories,O7,Other
sll1664,probable glycosyl transferase,O,Other categories,O7,Other
sll1704,probable short chain dehydrogenase,O,Other categories,O7,Other
sll1723,probable glycosyltransferase,O,Other categories,O7,Other
sll1758,MrsA protein homolog,O,Other categories,O7,Other
sll1786,"putative deoxyribonuclease, tatD homolog",O,Other categories,O7,Other
sll1848,putative acyltransferas,O,Other categories,O7,Other
sll1849,probable dioxygenase Rieske iron-sulfur component,O,Other categories,O7,Other
sll1869,"probable dioxygenase, Rieske iron-sulfur component",O,Other categories,O7,Other
sll1900,acetyltransferase,O,Other categories,O7,Other
sll1945,1-deoxyxylulose-5-phosphate synthase,O,Other categories,O7,Other
sll1959,probable inositol monophosphatase,O,Other categories,O7,Other
sll1968,"photomixotrophic growth related protein, PmgA",O,Other categories,O7,Other
sll1971,probable hexosyltransferase,O,Other categories,O7,Other
sll5036,sulfide-quinone reductase,O,Other categories,O7,Other
sll5042,probable sulfotransferase,O,Other categories,O7,Other
sll5043,probable glycosyltransferase,O,Other categories,O7,Other
sll5048,probable glycosyltransferase,O,Other categories,O7,Other
sll5049,similar to polysaccharide biosynthesis protein,O,Other categories,O7,Other
sll5050,probable glycosyltransferase,O,Other categories,O7,Other
sll5052,similar to exopolysaccharide export protein,O,Other categories,O7,Other
sll5057,probable glycosyltransferase,O,Other categories,O7,Other
sll5066,"probable plasmid partitioning protein, ParA family",O,Other categories,O7,Other
sll5079,probable short chain dehydrogenase,O,Other categories,O7,Other
sll5084,"probable plasmid partitioning protein, ParB",O,Other categories,O7,Other
sll5094,plasmid stabilization protein,O,Other categories,O7,Other
sll6036,"chromosome partitioning protein, ParA family",O,Other categories,O7,Other
sll6060,probable acetyltransferase,O,Other categories,O7,Other
sll6093,"chromosome partitioning protein, ParA family",O,Other categories,O7,Other
sll7003,plasmid stability protein,O,Other categories,O7,Other
sll7044,plasmid partition protein ParA homolog,O,Other categories,O7,Other
sll8034,2-nitropropane dioxygenase,O,Other categories,O7,Other
slr0007,probable sugar-phosphate nucleotidyltransferase,O,Other categories,O7,Other
slr0078,putative 6-pyruvoyl tetrahydrobiopterin synthase,O,Other categories,O7,Other
slr0095,O-methyltransferase,O,Other categories,O7,Other
slr0116,phycocyanobilin:ferredoxin oxidoreductase,O,Other categories,O7,Other
slr0201,heterodisulfide reductase subunit B,O,Other categories,O7,Other
slr0231,probable DNA-3-methyladenine glycosylase,O,Other categories,O7,Other
slr0245,Histone deacetylase family protein,O,Other categories,O7,Other
slr0298,FraH protein homolog,O,Other categories,O7,Other
slr0309,probable methyltransferase,O,Other categories,O7,Other
slr0314,non-heme chloroperoxidase,O,Other categories,O7,Other
slr0315,probable oxidoreductase,O,Other categories,O7,Other
slr0338,probable oxidoreductase,O,Other categories,O7,Other
slr0379,thymidylate kinase,O,Other categories,O7,Other
slr0381,lactoylglutathione lyase,O,Other categories,O7,Other
slr0537,putative sugar kinase,O,Other categories,O7,Other
slr0541,probable amidotransferase,O,Other categories,O7,Other
slr0604,GTP-binding protein,O,Other categories,O7,Other
slr0626,probable glycosyltransferase,O,Other categories,O7,Other
slr0665,aconitate hydratase,O,Other categories,O7,Other
slr0679,sun protein,O,Other categories,O7,Other
slr0697,5-oxoprolinase homolog,O,Other categories,O7,Other
slr0700,probable amino acid permease,O,Other categories,O7,Other
slr0756,circadian clock protein KaiA homolog,O,Other categories,O7,Other
slr0757,circadian clock protein KaiB homolog,O,Other categories,O7,Other
slr0758,circadian clock protein KaiC homolog,O,Other categories,O7,Other
slr0782,putative flavin-containing monoamine oxidase,O,Other categories,O7,Other
slr0788,similar to pre-B cell enhancing factor,O,Other categories,O7,Other
slr0825,probable peptidase,O,Other categories,O7,Other
slr0862,probable sugar kinase,O,Other categories,O7,Other
slr0880,similar to fibronectin binding protein,O,Other categories,O7,Other
slr0951,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,O,Other categories,O7,Other
slr1019,phenazine biosynthetic protein PhzF homolog,O,Other categories,O7,Other
slr1063,probable glycosyltransferase,O,Other categories,O7,Other
slr1065,probable glycosyltransferase,O,Other categories,O7,Other
slr1076,probable glycosyltransferase,O,Other categories,O7,Other
slr1077,probable glycosyltransferase,O,Other categories,O7,Other
slr1085,probable glycosyltransferase,O,Other categories,O7,Other
slr1106,prohibitin,O,Other categories,O7,Other
slr1109,similar to ankyrin,O,Other categories,O7,Other
slr1115,probable methyltransferase,O,Other categories,O7,Other
slr1140,DegT/DnrJ/EryC1/StrS family protein,O,Other categories,O7,Other
slr1192,probable alcohol dehydrogenase,O,Other categories,O7,Other
slr1197,SMF protein,O,Other categories,O7,Other
slr1205,"similar to chlorobenzene dioxygenase, ferredoxin component",O,Other categories,O7,Other
slr1208,probable oxidoreductase,O,Other categories,O7,Other
slr1302,protein involved in constitutive low affinity CO2 uptake,O,Other categories,O7,Other
slr1420,probable sugar kinase,O,Other categories,O7,Other
slr1501,probable acetyltransferase,O,Other categories,O7,Other
slr1508,probable glycosyltransferase,O,Other categories,O7,Other
slr1520,"oxidoreductase, aldo/keto reductase family",O,Other categories,O7,Other
slr1521,GTP-binding protein,O,Other categories,O7,Other
slr1542,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",O,Other categories,O7,Other
slr1556,2-hydroxyacid dehydrogenase homolog,O,Other categories,O7,Other
slr1610,putative C-3 methyl transferase,O,Other categories,O7,Other
slr1626,dihydroneopterin aldolase,O,Other categories,O7,Other
slr1639,SsrA-binding protein,O,Other categories,O7,Other
slr1748,probable phosphoglycerate mutase,O,Other categories,O7,Other
slr1761,"FKBP-type peptidyl-prolyl cis-trans isomerase, periplasmic protein",O,Other categories,O7,Other
slr1763,probable methyltransferase,O,Other categories,O7,Other
slr1772,"probable hydrolase, periplasmic protein",O,Other categories,O7,Other
slr1853,carboxymuconolactone decarboxylase,O,Other categories,O7,Other
slr1888,4-hydroxybutyrate coenzyme A transferase.,O,Other categories,O7,Other
slr1916,probable esterase,O,Other categories,O7,Other
slr1942,circadian clock protein KaiC homolog,O,Other categories,O7,Other
slr1974,GTP binding protein,O,Other categories,O7,Other
slr2053,putative hydrolase,O,Other categories,O7,Other
slr2087,c-type cytochrome biogenesis protein Ccs1,O,Other categories,O7,Other
slr2094,"fructose-1,6-/sedoheptulose-1,7-bisphosphatase",O,Other categories,O7,Other
slr2097,cyanoglobin,O,Other categories,O7,Other
slr2123,similar to D-3-phosphoglycerate dehydrogenase,O,Other categories,O7,Other
slr2126,probable glycosyltransferase,O,Other categories,O7,Other
slr2136,GcpE protein homolog,O,Other categories,O7,Other
slr5022,probable aminotransferase,O,Other categories,O7,Other
slr5054,probable glycosyltransferase,O,Other categories,O7,Other
slr5055,similar to UDP-N-acetyl-D-mannosaminuronic acid transferase,O,Other categories,O7,Other
slr5056,probable glycosyltransferase,O,Other categories,O7,Other
slr5088,probable short-chain dehydrogenase,O,Other categories,O7,Other
slr5093,probable flavin-containing amine oxidase,O,Other categories,O7,Other
slr5105,"plasmid partitioning protein, ParA family",O,Other categories,O7,Other
slr6011,probable nuclease,O,Other categories,O7,Other
slr6070,probable nuclease,O,Other categories,O7,Other
slr7041,"probable growth inhibitor, PemK-like protein",O,Other categories,O7,Other
slr8015,"plasmid partitioning protein, ParA family",O,Other categories,O7,Other
slr8016,"plasmid partitioning protein, ParB",O,Other categories,O7,Other
slr8023,probable esterase,O,Other categories,O7,Other
slr8036,probable acetyltransferase,O,Other categories,O7,Other
slr8037,probable acetyltransferase,O,Other categories,O7,Other
ssl7004,probable plasmid stability protein,O,Other categories,O7,Other
ssr7040,probable cell growth regulatory protein,O,Other categories,O7,Other
sll0163,WD-repeat protein,O,Other categories,O7a,WD repeat proteins
sll1491,periplasmic WD-repeat protein,O,Other categories,O7a,WD repeat proteins
slr0143,"WD-repeat protein, Hat protein, involved in the control of a high-affinity transport system for inorganic carbon",O,Other categories,O7a,WD repeat proteins
slr1409,periplasmic WD-repeat protein,O,Other categories,O7a,WD repeat proteins
slr1410,periplasmic WD-repeat protein,O,Other categories,O7a,WD repeat proteins
slr8038,WD-repeat protein,O,Other categories,O7a,WD repeat proteins
sll0322,putative hydrogenase expression/formation protein HypF,O,Other categories,O7b,Hydrogenase
sll1078,putative hydrogenase expression/formation protein HypA,O,Other categories,O7b,Hydrogenase
sll1079,putative hydrogenase expression/formation protein HypB,O,Other categories,O7b,Hydrogenase
sll1220,putative diaphorase subunit of the bidirectional hydrogenase,O,Other categories,O7b,Hydrogenase
sll1221,diaphorase subunit of the bidirectional hydrogenase,O,Other categories,O7b,Hydrogenase
sll1223,diaphorase subunit of the bidirectional hydrogenase,O,Other categories,O7b,Hydrogenase
sll1224,hydrogenase subunit of the bidirectional hydrogenase,O,Other categories,O7b,Hydrogenase
sll1226,hydrogenase subunit of the bidirectional hydrogenase,O,Other categories,O7b,Hydrogenase
sll1432,putative hydrogenase expression/formation protein HypB,O,Other categories,O7b,Hydrogenase
sll1462,putative hydrogenase expression/formation protein HypE,O,Other categories,O7b,Hydrogenase
sll1559,soluble hydrogenase 42 kD subunit,O,Other categories,O7b,Hydrogenase
slr1498,putative hydrogenase expression/formation protein HypD,O,Other categories,O7b,Hydrogenase
slr1675,putative hydrogenase expression/formation protein HypA1,O,Other categories,O7b,Hydrogenase
slr2135,hydrogenase accessory protein HupE,O,Other categories,O7b,Hydrogenase
ssl3580,putative hydrogenase expression/formation protein HypC,O,Other categories,O7b,Hydrogenase
sll0012,putative transposase [ISY523f: 2482725 - 2483595],O,Other categories,O8,Transposon-related functions
sll0092,putative transposase [ISY391c: 2997600 - 2998989],O,Other categories,O8,Transposon-related functions
sll0161,putative transposase [ISY523p: 2328180 - 2329050],O,Other categories,O8,Transposon-related functions
sll0200,putative transposase [ISY100s: 2524547 - 2525492],O,Other categories,O8,Transposon-related functions
sll0201,putative transposase [ISY100s: 2524547 - 2525492],O,Other categories,O8,Transposon-related functions
sll0315,"putative transposase [ISY203i: 2443391 - 2443924, join 2444874 - 2445513]",O,Other categories,O8,Transposon-related functions
sll0317,"putative transposase [ISY203i: 2443391 - 2443924, join 2444874 - 2445513]",O,Other categories,O8,Transposon-related functions
sll0431,putative transposase [ISY100h: 3512289 - 3513235],O,Other categories,O8,Transposon-related functions
sll0650,putative transposase [ISY100j: 421739 - 422684],O,Other categories,O8,Transposon-related functions
sll0651,putative transposase [ISY100j: 421739 - 422684],O,Other categories,O8,Transposon-related functions
sll0665,putative transposase [ISY523r: 3109761 - 3110626],O,Other categories,O8,Transposon-related functions
sll0666,putative transposase [ISY523r: 3109761 - 3110626],O,Other categories,O8,Transposon-related functions
sll0667,"putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]",O,Other categories,O8,Transposon-related functions
sll0668,"putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]",O,Other categories,O8,Transposon-related functions
sll0677,putative transposase [ISY523h: 3093889 - 3094759],O,Other categories,O8,Transposon-related functions
sll0699,putative transposase [ISY100i: 123475 - 124420],O,Other categories,O8,Transposon-related functions
sll0700,putative transposase [ISY100i: 123475 - 124420],O,Other categories,O8,Transposon-related functions
sll0808,putative transposase [ISY508a: 1710788 - 1711753],O,Other categories,O8,Transposon-related functions
sll0986,putative transposase [ISY120f(partial copy): 664387 - 664775],O,Other categories,O8,Transposon-related functions
sll1094,putative transposase,O,Other categories,O8,Transposon-related functions
sll1156,putative transposase [ISY120b: 1385747 - 1386548],O,Other categories,O8,Transposon-related functions
sll1157,putative transposase [ISY120b: 1385747 - 1386548],O,Other categories,O8,Transposon-related functions
sll1255,putative transposase [ISY203c: 1728942 - 1730115],O,Other categories,O8,Transposon-related functions
sll1256,putative transposase [ISY100p: 1725405 - 1726350],O,Other categories,O8,Transposon-related functions
sll1257,putative transposase [ISY100p: 1725405 - 1726350],O,Other categories,O8,Transposon-related functions
sll1397,putative transposase [ISY100a: 52234 - 53180],O,Other categories,O8,Transposon-related functions
sll1436,putative transposase [ISY100q: 1901359 - 1902304],O,Other categories,O8,Transposon-related functions
sll1437,putative transposase [ISY100q: 1901359 - 1902304],O,Other categories,O8,Transposon-related functions
sll1474,putative transposase [ISY203g: 3400332 - 3401505],O,Other categories,O8,Transposon-related functions
sll1560,putative transposase [ISY203d: 1970882 - 1972055],O,Other categories,O8,Transposon-related functions
sll1710,putative transposase [ISY523b: 1275354 - 1276224],O,Other categories,O8,Transposon-related functions
sll1716,putative transposase [ISY523a: 967549 - 968419],O,Other categories,O8,Transposon-related functions
sll1780,putative transposase [ISY203b: 1200306 - 1201479],O,Other categories,O8,Transposon-related functions
sll1791,putative transposase [ISY802a: 852462 - 853369],O,Other categories,O8,Transposon-related functions
sll1792,putative transposase [ISY802a: 852462 - 853369],O,Other categories,O8,Transposon-related functions
sll1860,putative transposase [ISY523d: 2226601 - 2227471],O,Other categories,O8,Transposon-related functions
sll1861,putative transposase [ISY523o(partial copy): 2225804 - 2226597],O,Other categories,O8,Transposon-related functions
sll1930,putative transposase [ISY100k: 605515 - 606460],O,Other categories,O8,Transposon-related functions
sll1982,"putative transposase [ISY352c: 1553414 - 1553903, join 1554854 - 1555790]",O,Other categories,O8,Transposon-related functions
sll1983,putative transposase [ISY100n: 1553903 - 1554848],O,Other categories,O8,Transposon-related functions
sll1984,putative transposase [ISY100n: 1553903 - 1554848],O,Other categories,O8,Transposon-related functions
sll1985,"putative transposase [ISY352c: 1553414 - 1553903, join 1554854 - 1555790]",O,Other categories,O8,Transposon-related functions
sll1997,"putative transposase [ISY203h: 1623060 - 1623693, join 1624643 - 1625182]",O,Other categories,O8,Transposon-related functions
sll1998,putative transposase [ISY100d: 1623697 - 1624643],O,Other categories,O8,Transposon-related functions
sll1999,"putative transposase [ISY203h: 1623060 - 1623693, join 1624643 - 1625182]",O,Other categories,O8,Transposon-related functions
sll5014,similar to maturase,O,Other categories,O8,Transposon-related functions
sll5041,putative transposase [ISY523u: 38789 - 39659],O,Other categories,O8,Transposon-related functions
sll5131,putative transposase [ISY203j: 117275 - 118448],O,Other categories,O8,Transposon-related functions
sll6059,putative integrase/recombinase,O,Other categories,O8,Transposon-related functions
sll6109,putative integrase/recombinase,O,Other categories,O8,Transposon-related functions
sll7001,putative transposase [ISY391e(partial copy): 166 - 1298],O,Other categories,O8,Transposon-related functions
sll7002,putative transposase [ISY391e(partial copy): 166 - 1298],O,Other categories,O8,Transposon-related functions
sll8042,putative transposase [ISY100y: 38542 - 39487],O,Other categories,O8,Transposon-related functions
sll8043,putative transposase [ISY100y: 38542 - 39487],O,Other categories,O8,Transposon-related functions
slr0099,putative transposase [ISY352f(partial copy): 2968019 - 2969383],O,Other categories,O8,Transposon-related functions
slr0166,putative transposase [ISY523n: 2210271 - 2211142],O,Other categories,O8,Transposon-related functions
slr0180,putative transposase [ISY203f: 2326926 - 2328099],O,Other categories,O8,Transposon-related functions
slr0230,putative transposase [ISY100f: 2534034 - 2534980],O,Other categories,O8,Transposon-related functions
slr0265,putative transposase [ISY523c: 1513158 - 1514023],O,Other categories,O8,Transposon-related functions
slr0350,putative transposase [ISY523e: 2441031 - 2441901],O,Other categories,O8,Transposon-related functions
slr0352,putative transposase [ISY100e: 2443927 - 2444873],O,Other categories,O8,Transposon-related functions
slr0460,"putative transposase [ISY352g: 3511668 - 3512290, join 3513238 - 3514051]",O,Other categories,O8,Transposon-related functions
slr0462,"putative transposase [ISY352g: 3511668 - 3512290, join 3513238 - 3514051]",O,Other categories,O8,Transposon-related functions
slr0511,putative transposase [ISY523g: 2921593 - 2922457],O,Other categories,O8,Transposon-related functions
slr0703,putative transposase [ISY523i: 3096320 - 3097190],O,Other categories,O8,Transposon-related functions
slr0704,putative transposase [ISY100g: 3097363 - 3098309],O,Other categories,O8,Transposon-related functions
slr0799,putative transposase [ISY802c: 3066278 - 3067184],O,Other categories,O8,Transposon-related functions
slr0800,putative transposase [ISY802c: 3066278 - 3067184],O,Other categories,O8,Transposon-related functions
slr0856,putative transposase [ISY100l: 1346125 - 1347070],O,Other categories,O8,Transposon-related functions
slr0857,putative transposase [ISY100l: 1346125 - 1347070],O,Other categories,O8,Transposon-related functions
slr1075,putative transposase [ISY100b: 378993 - 379939],O,Other categories,O8,Transposon-related functions
slr1246,putative transposase [ISY802b(partial copy): 1384736 - 1385513],O,Other categories,O8,Transposon-related functions
slr1282,putative transposase [ISY508b: 1877114 - 1878081],O,Other categories,O8,Transposon-related functions
slr1283,putative transposase [ISY508b: 1877114 - 1878081],O,Other categories,O8,Transposon-related functions
slr1357,putative transposase [ISY100c: 1098251 - 1099197],O,Other categories,O8,Transposon-related functions
slr1496,putative transposase,O,Other categories,O8,Transposon-related functions
slr1522,putative transposase [ISY352d: 1614422 - 1615835],O,Other categories,O8,Transposon-related functions
slr1523,putative transposase,O,Other categories,O8,Transposon-related functions
slr1524,putative transposase [ISY100u(partial copy): 1616832 - 1617509],O,Other categories,O8,Transposon-related functions
slr1585,putative transposase [ISY508c(partial copy): 3405449 - 3406337],O,Other categories,O8,Transposon-related functions
slr1586,putative transposase [ISY508c(partial copy): 3405449 - 3406337],O,Other categories,O8,Transposon-related functions
slr1635,putative transposase [ISY203e: 2048410 - 2049583],O,Other categories,O8,Transposon-related functions
slr1682,"putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]",O,Other categories,O8,Transposon-related functions
slr1683,"putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]",O,Other categories,O8,Transposon-related functions
slr1684,"putative transposase [ISY391b: 1970517 - 1970880, join 1972064 - 1973077]",O,Other categories,O8,Transposon-related functions
slr1715,putative transposase [ISY100m: 1463383 - 1464328],O,Other categories,O8,Transposon-related functions
slr1716,putative transposase [ISY100m: 1463383 - 1464328],O,Other categories,O8,Transposon-related functions
slr1902,putative transposase [ISY120a: 851653 - 852454],O,Other categories,O8,Transposon-related functions
slr1903,putative transposase [ISY120a: 851653 - 852454],O,Other categories,O8,Transposon-related functions
slr1936,putative transposase [ISY100r: 2235489 - 2236434],O,Other categories,O8,Transposon-related functions
slr1937,putative transposase [ISY100r: 2235489 - 2236434],O,Other categories,O8,Transposon-related functions
slr1960,putative transposase [ISY391a(partial copy): 1762937 - 1763383],O,Other categories,O8,Transposon-related functions
slr2036,putative transposase [ISY203a: 573408 - 574580],O,Other categories,O8,Transposon-related functions
slr2062,putative transposase [ISY052a: 1420842 - 1422331],O,Other categories,O8,Transposon-related functions
slr2095,putative transposase [ISY120c: 1561629 - 1562430],O,Other categories,O8,Transposon-related functions
slr2096,putative transposase [ISY120c: 1561629 - 1562430],O,Other categories,O8,Transposon-related functions
slr2112,putative transposase [ISY100o: 1626093 - 1627038],O,Other categories,O8,Transposon-related functions
slr2113,putative transposase [ISY100o: 1626093 - 1627038],O,Other categories,O8,Transposon-related functions
slr5010,integrase/recombinase,O,Other categories,O8,Transposon-related functions
slr5029,putative transposase [ISY391d(partial copy): 31333 - 32206],O,Other categories,O8,Transposon-related functions
slr5040,putative transposase [ISY523u: 38789 - 39659],O,Other categories,O8,Transposon-related functions
slr6105,putative transposase [ISY203x: 99448 - 100621],O,Other categories,O8,Transposon-related functions
slr7005,integrase/recombinase,O,Other categories,O8,Transposon-related functions
slr7008,putative transposase [ISY203k: 4154 - 5327],O,Other categories,O8,Transposon-related functions
slr7049,resolvase,O,Other categories,O8,Transposon-related functions
slr7104,putative transposase [ISY100w: 100709 - 101654],O,Other categories,O8,Transposon-related functions
slr7105,putative transposase [ISY100w: 100709 - 101654],O,Other categories,O8,Transposon-related functions
slr8029,resolvase,O,Other categories,O8,Transposon-related functions
slr8045,putative transposase [ISY100x: 40984 - 41929],O,Other categories,O8,Transposon-related functions
slr8046,putative transposase [ISY100x: 40984 - 41929],O,Other categories,O8,Transposon-related functions
sml0010,putative transposase,O,Other categories,O8,Transposon-related functions
smr0002,"putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]",O,Other categories,O8,Transposon-related functions
smr0012,putative transposase [ISY523j(partial copy): 106904 - 107226],O,Other categories,O8,Transposon-related functions
ssl0172,putative transposase [ISY391c: 2997600 - 2998989],O,Other categories,O8,Transposon-related functions
ssl0296,putative transposase [ISY523p: 2328180 - 2329050],O,Other categories,O8,Transposon-related functions
ssl0426,putative transposase [ISY100t(partial copy): 141097 - 141410],O,Other categories,O8,Transposon-related functions
ssl0769,putative transposase,O,Other categories,O8,Transposon-related functions
ssl1277,putative transposase,O,Other categories,O8,Transposon-related functions
ssl1507,putative transposase [ISY508a: 1710788 - 1711753],O,Other categories,O8,Transposon-related functions
ssl1920,putative transposase [ISY523l(partial copy): 520871 - 521420],O,Other categories,O8,Transposon-related functions
ssl1922,putative transposase [ISY523l(partial copy): 520871 - 521420],O,Other categories,O8,Transposon-related functions
ssl2789,similar to resolvase,O,Other categories,O8,Transposon-related functions
ssl3649,putative transposase [ISY120d(partial copy): 604956 - 605288],O,Other categories,O8,Transposon-related functions
ssl8041,transposase,O,Other categories,O8,Transposon-related functions
ssr0256,putative transposase [ISY523n: 2210271 - 2211142],O,Other categories,O8,Transposon-related functions
ssr0817,"putative transposase [ISY352g: 3511668 - 3512290, join 3513238 - 3514051]",O,Other categories,O8,Transposon-related functions
ssr0871,"putative transposase [ISY352e: 2921301 - 2921595, join 3108631 - 3109754]",O,Other categories,O8,Transposon-related functions
ssr1175,"putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]",O,Other categories,O8,Transposon-related functions
ssr1176,"putative transposase [ISY100v: 3095975 - 3096319, join 3097194 - 3097362, join 3098314 - 3098743]",O,Other categories,O8,Transposon-related functions
ssr2078,putative transposase [ISY802b(partial copy): 1384736 - 1385513],O,Other categories,O8,Transposon-related functions
ssr2227,putative transposase,O,Other categories,O8,Transposon-related functions
ssr2699,putative transposase [ISY523k(partial copy): 473025 - 473752],O,Other categories,O8,Transposon-related functions
ssr2898,putative transposase [ISY523m(partial copy): 1483390 - 1484062],O,Other categories,O8,Transposon-related functions
ssr2899,putative transposase [ISY523m(partial copy): 1483390 - 1484062],O,Other categories,O8,Transposon-related functions
ssr3452,putative transposase [ISY352a(partial copy): 572672 - 572905],O,Other categories,O8,Transposon-related functions
sgl0001,hypothetical protein,P,Hypothetical,,
sgl0002,hypothetical protein,P,Hypothetical,,
sll0005,hypothetical protein,P,Hypothetical,,
sll0007,hypothetical protein,P,Hypothetical,,
sll0023,hypothetical protein,P,Hypothetical,,
sll0031,hypothetical protein,P,Hypothetical,,
sll0033,carotene isomerase,P,Hypothetical,,
sll0036,hypothetical protein,P,Hypothetical,,
sll0037,hypothetical protein,P,Hypothetical,,
sll0047,hypothetical protein YCF12,P,Hypothetical,,
sll0051,hypothetical protein,P,Hypothetical,,
sll0060,hypothetical protein,P,Hypothetical,,
sll0062,hypothetical protein,P,Hypothetical,,
sll0063,hypothetical protein,P,Hypothetical,,
sll0069,hypothetical protein,P,Hypothetical,,
sll0071,hypothetical protein,P,Hypothetical,,
sll0072,hypothetical protein,P,Hypothetical,,
sll0082,hypothetical protein,P,Hypothetical,,
sll0088,hypothetical protein,P,Hypothetical,,
sll0095,hypothetical protein,P,Hypothetical,,
sll0096,hypothetical protein,P,Hypothetical,,
sll0098,hypothetical protein,P,Hypothetical,,
sll0102,hypothetical protein,P,Hypothetical,,
sll0103,hypothetical protein,P,Hypothetical,,
sll0141,hypothetical protein,P,Hypothetical,,
sll0147,hypothetical protein,P,Hypothetical,,
sll0148,hypothetical protein,P,Hypothetical,,
sll0149,hypothetical protein,P,Hypothetical,,
sll0154,hypothetical protein,P,Hypothetical,,
sll0157,hypothetical protein,P,Hypothetical,,
sll0160,hypothetical protein,P,Hypothetical,,
sll0162,hypothetical protein,P,Hypothetical,,
sll0168,hypothetical protein,P,Hypothetical,,
sll0173,"virginiamycin B hydrolase, periplasmic protein",P,Hypothetical,,
sll0174,hypothetical protein,P,Hypothetical,,
sll0175,hypothetical protein,P,Hypothetical,,
sll0176,hypothetical protein,P,Hypothetical,,
sll0177,hypothetical protein,P,Hypothetical,,
sll0178,hypothetical protein,P,Hypothetical,,
sll0180,hypothetical protein,P,Hypothetical,,
sll0183,hypothetical protein,P,Hypothetical,,
sll0185,hypothetical protein,P,Hypothetical,,
sll0189,hypothetical protein,P,Hypothetical,,
sll0192,hypothetical protein,P,Hypothetical,,
sll0198,hypothetical protein,P,Hypothetical,,
sll0205,hypothetical protein,P,Hypothetical,,
sll0208,hypothetical protein,P,Hypothetical,,
sll0209,hypothetical protein,P,Hypothetical,,
sll0216,hypothetical protein,P,Hypothetical,,
